Geneid	Length	SRR10758340	SRR10758341	SRR10758342	SRR10758343	SRR10758344	SRR10758345	SRR10758346	SRR10758347	SRR10758348	SRR10758349	SRR22746225	SRR22746226	SRR22746227	SRR22746228	SRR8508226	SRR8508227	SRR8508228	SRR8508229	SRR8508230	SRR8508231	SRR8508232	SRR8508233	SRR5877048	SRR5877049	SRR5877050	SRR5877051	SRR5877052	SRR5877053	SRR5877054	SRR5877055	SRR5877056	SRR5877057	SRR5877058	SRR5877059	SRR5877060	SRR5877061	SRR6715625	SRR6715626	SRR6715627	SRR6715628	SRR6715629	SRR6715630
EQU24_RS12650	414	95	146	328	245	382	258	366	310	285	670	8736	6278	5573	5024	1391	1589	1053	1589	807	1045	1329	995	8243	8604	2949	1705	1298	2451	3230	4978	2110	4979	2118	1520	1377	1883	1372	947	850	6428	4757	4064
EQU24_RS12655	366	75	161	1094	138	300	228	1191	1587	255	567	6232	4375	4328	3935	1104	1110	847	960	667	873	1217	648	5108	5754	1739	994	934	1496	2101	2570	1264	2460	1209	742	795	1175	884	552	531	3210	2304	2096
EQU24_RS12660	2166	527	923	1773	552	698	586	1791	1787	667	1991	9164	6288	6268	5809	3554	2999	1976	2145	1866	2442	2438	1259	9832	9102	4451	3028	2568	3495	4989	4144	2508	4348	3886	3224	3113	2386	1820	1268	1053	6580	4423	4252
EQU24_RS12665	237	3103	4552	95	1711	922	561	127	56	1913	1722	21215	17364	16419	13762	4143	4969	3856	5658	1477	2706	4835	2704	30315	25462	9823	7928	2275	3932	4799	6503	2954	6451	12611	14182	9647	8344	2377	1722	1321	6208	4703	4218
EQU24_RS12670	438	143	272	47	83	341	209	73	42	247	777	6783	4323	5211	4323	1768	1654	1188	1081	841	1307	1164	989	6574	4998	2276	1890	1143	1535	2141	1884	1214	1977	2625	1395	1737	1515	1040	737	437	2649	1781	1644
EQU24_RS12675	321	60	96	144	60	153	107	208	168	109	228	1622	1038	1193	1069	490	639	492	418	289	429	485	508	2435	2328	831	570	622	717	878	1133	552	956	755	416	720	566	475	433	356	1342	913	846
EQU24_RS12680	2241	1136	1551	1465	798	1176	901	1318	1337	1015	2383	17079	11977	10761	9584	7129	5594	7440	5801	7423	10484	9992	4157	20470	19434	6695	4440	3454	5911	7932	7573	3293	7353	4798	5197	5301	6902	2654	1560	1398	8800	6156	6024
EQU24_RS12685	516	194	320	170	156	396	281	179	124	251	480	3586	2359	2687	2327	1335	1086	1326	1073	1113	1701	1621	743	4996	4646	1491	1043	921	1292	1760	1600	815	1476	1497	832	1140	1578	681	433	408	1684	1351	1242
EQU24_RS12690	447	315	610	165	158	1642	899	188	108	724	1522	29069	18579	19754	17342	4283	5088	4199	5577	2001	3217	4329	2676	20727	21448	8004	4747	2975	5521	7312	7540	3222	7290	5700	3500	7602	5741	3175	2115	4023	9738	6966	6399
EQU24_RS12695	450	831	1120	474	296	603	374	306	232	385	1921	21365	14033	12316	10716	4292	6169	5082	8093	2060	3665	5904	3201	37397	37388	13236	8734	4006	6265	9659	10914	5255	10711	8390	13685	11209	7855	3000	1756	1723	14994	10007	9331
EQU24_RS12700	1344	3234	4907	4271	1711	1848	1452	3108	2758	2363	5657	86595	59938	50283	41537	11944	19606	12490	19895	6085	9732	12931	11929	65626	67493	27994	18498	11159	16633	25141	26396	13047	27102	20726	26795	23002	15388	7973	4314	3632	33591	23739	22696
EQU24_RS12705	888	993	1313	1762	696	692	544	1539	1345	816	1908	39215	25893	27271	25001	3198	4731	2953	5021	1530	2384	3321	2716	24146	24781	10368	5764	4392	7154	8867	10424	4654	9875	8567	4502	6763	5581	5015	2755	2295	13225	9918	9341
EQU24_RS12710	645	41	143	144	62	159	93	123	118	91	300	17782	10654	12268	10405	407	531	437	826	218	353	619	307	4705	4912	1586	1087	486	1052	1287	1521	625	1571	2025	1291	1704	1276	507	415	327	2195	1456	1259
EQU24_RS12715	1197	188	445	591	144	385	284	599	350	292	771	20115	13350	14667	12708	1280	1647	1184	2189	629	1055	1494	1201	14858	14380	5429	3655	1868	3142	3371	6249	2707	5798	5361	2802	2586	3442	2383	1506	778	7710	4961	4460
EQU24_RS12720	207	74	208	122	46	337	217	125	97	170	600	10376	6353	8401	6990	627	719	531	562	416	511	558	466	3032	3301	939	531	155	501	641	883	253	956	1374	561	681	638	292	232	196	1395	777	734
EQU24_RS12725	540	423	1166	630	286	906	486	688	532	821	2444	11404	7631	8608	7040	3091	4094	2780	3492	1708	2467	2430	2642	13606	13123	5083	3786	1279	2199	3362	5102	2254	4915	6258	4151	3530	3359	937	731	392	6535	4548	4433
EQU24_RS12730	984	99	244	311	94	394	295	431	376	197	694	4260	2697	3173	2906	812	985	832	1087	434	733	1012	606	6275	5733	2516	1629	1180	1707	2017	2685	1446	2734	1944	1117	1618	1522	1078	655	661	3837	2691	2520
EQU24_RS12735	285	94	210	79	70	422	274	148	107	158	346	6067	3527	3709	3062	735	762	563	536	403	563	536	431	5217	4988	1684	1140	447	846	1060	1317	531	1256	1136	814	1418	1303	596	392	468	1996	1314	1139
EQU24_RS12740	1560	1030	1690	2019	902	1060	871	2065	1599	930	2528	32227	21856	19809	16535	4095	5225	4195	5050	2311	3648	4533	2744	24363	24037	10554	7208	4852	7501	11364	11917	5669	11867	8166	10184	8110	5152	3627	1938	2012	17421	12156	11051
EQU24_RS12750	1275	651	1054	994	538	512	485	1019	876	744	1919	20118	13719	13330	11197	1807	2316	1753	2651	1071	1685	2426	1301	13443	12819	5728	3729	2394	3876	5263	6453	2959	6456	4801	4407	4372	2950	1522	929	728	10200	7004	6348
EQU24_RS12755	558	294	551	913	351	549	441	1033	816	428	845	5150	3536	3717	3148	1050	1216	919	1161	656	936	1143	829	4709	4708	1936	1258	906	1344	1703	2180	1254	2213	1558	1273	1131	1164	869	545	505	2943	2118	1893
EQU24_RS12760	720	173	224	468	158	707	681	614	534	214	315	7345	5162	5093	4616	768	865	812	1005	532	820	1094	654	3046	2944	1217	870	504	684	1004	957	602	1036	1318	1148	805	749	449	310	335	1366	1037	875
EQU24_RS12765	837	118	207	473	138	1634	1243	646	407	218	390	5177	3500	3408	2848	834	950	937	1047	561	862	998	776	5117	4208	1493	1136	803	1290	1876	1671	883	1780	1302	993	963	1114	873	538	421	2244	1565	1507
EQU24_RS12770	1653	251	460	471	269	3240	2713	638	443	436	601	2568	2075	1782	1612	1229	1383	1040	1455	712	1074	1384	932	6469	5643	2162	1315	1500	1915	2685	2136	1268	2015	2020	1487	1580	1660	1034	637	569	2397	2030	1852
EQU24_RS12775	2271	366	564	642	339	6237	4879	796	638	535	774	4812	3391	2923	2695	1151	1175	1153	1369	695	1162	1395	676	6767	6301	2406	1384	1731	2013	3324	2119	1524	2280	2093	1546	1780	1720	1258	574	710	2395	2089	1907
EQU24_RS12780	957	100	157	272	70	5916	3698	308	264	204	401	1966	1291	1343	1256	984	1184	1006	995	838	1076	1129	948	4501	3976	1614	1127	1018	1599	1953	1437	764	1585	1138	1249	1297	910	1085	553	649	1833	1369	1125
EQU24_RS12790	507	225	366	454	288	902	673	503	298	346	672	3822	2876	2769	2526	907	956	891	1050	624	944	1176	686	3374	2826	1432	990	838	1060	1546	1307	892	1363	1466	1165	1195	936	577	385	383	1715	1313	1257
EQU24_RS12795	1524	595	904	213	424	2623	1701	252	154	820	2204	24793	16718	19120	16601	3470	4086	3352	3549	1993	3349	3751	3003	12482	12792	4703	3206	1680	2490	3415	3447	1964	3691	5513	3834	3586	3886	2440	1640	1765	4797	3309	2996
EQU24_RS12800	741	314	562	230	314	865	675	233	159	548	840	6766	4626	5373	4693	2426	2916	2364	2337	1698	2552	2534	2165	4458	3989	2013	1486	703	911	1364	1312	898	1297	2967	2845	1742	2325	1016	583	407	1589	1152	1060
EQU24_RS22420	174	50	143	249	99	252	226	254	141	171	253	1111	802	921	806	246	253	259	315	144	263	388	213	1232	1065	410	253	211	409	610	510	251	602	403	261	232	327	234	205	219	707	517	500
EQU24_RS12805	1227	146	292	661	215	539	441	714	597	360	654	3335	2327	2623	2298	1234	1005	1103	940	1141	1527	1474	764	4741	4547	1848	1164	1125	1456	2521	1814	1115	1926	1749	706	1035	1320	1308	684	770	2366	1808	1698
EQU24_RS12810	1179	303	417	759	338	547	447	843	599	448	653	3779	2912	3001	2702	903	848	806	762	640	951	1028	599	6259	5345	2320	1638	1577	2101	3150	2204	1460	2297	1858	1627	1198	1253	1863	1316	1108	2808	2100	1951
EQU24_RS12815	993	239	391	545	258	850	624	775	571	417	909	9267	6700	7356	6571	2070	2233	2109	1952	2011	2679	2972	1425	6828	6162	2746	1828	1465	2256	3343	2902	1481	2975	3009	2089	2003	2081	1481	1105	1472	3797	2574	2385
EQU24_RS12820	183	23	31	84	20	91	44	142	110	32	40	334	236	255	230	53	58	46	64	31	56	83	42	417	383	127	98	75	183	225	260	111	255	124	98	95	100	75	80	80	423	316	244
EQU24_RS12825	393	115	101	245	103	285	223	388	270	128	369	1855	1346	1293	1289	648	698	633	617	617	855	895	503	2130	2033	869	511	472	615	900	860	460	890	388	438	445	486	390	200	204	1100	779	695
EQU24_RS12830	330	189	232	190	156	522	260	193	159	172	342	1972	1427	1401	1155	696	699	634	805	381	661	750	514	2254	1671	852	637	662	792	1111	865	616	985	629	518	690	660	508	419	381	1043	870	823
EQU24_RS12835	573	166	111	96	96	611	487	128	81	163	285	6538	4753	4164	3411	4507	3472	3148	2061	4944	6142	5362	2444	6021	5791	2540	2018	1191	1595	2394	1770	986	1639	2025	3464	1418	2028	957	590	531	1959	1268	1216
EQU24_RS12840	510	110	166	84	113	767	530	96	67	262	266	11491	8268	7697	5909	2330	1632	1657	976	2575	3113	2518	1043	2581	2452	997	769	573	975	1318	836	400	865	1990	1769	1136	1566	314	240	235	829	602	559
EQU24_RS12845	759	200	335	230	216	1287	864	275	219	383	454	14319	9756	9225	7076	2977	2561	2437	1570	3032	3946	3305	1457	6920	6370	2392	1698	1241	2113	2972	1822	917	1903	3068	3573	2088	2426	952	573	576	1987	1420	1342
EQU24_RS12850	1284	483	756	211	462	1843	1409	300	208	711	836	45247	30517	32398	24194	5293	4189	3971	3238	4491	6035	5691	2300	10269	9288	4023	2971	2705	3408	5094	3474	2389	3626	6744	6837	4504	4308	1730	1189	1303	3885	3027	2662
EQU24_RS12855	2334	1724	2513	1219	2056	6341	5190	1185	1069	2314	1209	106161	71337	73858	51948	13191	9964	9620	5839	12252	16251	12764	5460	15530	14732	5452	3982	5182	8824	9921	4606	2223	4583	12707	15896	9095	7071	1554	1264	1072	4676	3274	3191
EQU24_RS12860	183	58	104	176	76	414	369	161	145	144	57	7548	5344	5828	4606	917	570	664	376	771	1006	893	325	1515	1435	464	329	287	373	509	379	203	342	1131	775	526	667	239	96	111	324	240	242
EQU24_RS12865	1053	193	379	988	225	940	796	883	948	397	393	19723	14158	12997	10546	2799	2337	2274	1809	2368	3215	3469	1448	7226	7216	2545	1559	2343	2518	3760	2832	1739	2698	3824	2767	2404	2630	1706	807	883	2443	2031	1984
EQU24_RS12870	315	98	118	218	54	135	101	200	179	71	264	2330	1502	1762	1478	216	278	209	286	125	184	223	195	1536	1204	568	397	254	374	564	455	245	415	418	429	384	399	242	131	126	615	520	500
EQU24_RS12875	435	194	236	154	90	310	217	105	71	198	544	1751	1211	1179	1045	470	626	471	799	264	413	544	435	2734	2065	1186	898	673	1073	1472	1137	647	1260	1029	1013	1066	736	375	283	266	1853	1410	1309
EQU24_RS12880	714	199	313	604	142	843	452	543	535	347	1163	5659	4166	3679	3352	1697	2189	1767	2240	704	1345	1683	1465	9055	7766	3218	2344	1761	2599	3486	3167	1797	3413	2801	2331	2551	1979	1267	862	601	4855	3330	3286
EQU24_RS12885	1080	545	1000	742	445	1569	1026	809	593	634	3207	9716	7195	6541	5817	4902	6062	5725	6279	2770	4746	6222	3876	13056	12624	4052	3058	2529	3122	5070	5313	3203	5305	6683	6291	4082	4568	1939	1333	883	5315	3962	3887
EQU24_RS12890	555	57	72	91	25	148	106	142	105	87	194	855	583	556	454	303	398	419	426	143	301	373	204	2439	2172	873	519	628	1051	1514	1319	654	1244	545	311	611	550	480	348	440	1557	1202	1164
EQU24_RS12895	1386	299	317	506	200	335	218	556	442	222	528	3800	2735	2181	2126	792	943	893	1226	438	729	960	534	6291	6070	2192	1176	1945	2106	3588	2843	1893	2796	1317	1119	1699	1498	1129	546	658	3162	2627	2546
EQU24_RS12900	153	29	40	5	13	21	7	7	5	13	89	141	120	136	105	63	104	84	103	43	58	90	51	1311	1353	452	335	134	432	415	529	176	554	204	282	312	289	121	117	71	1087	587	472
EQU24_RS12905	1260	679	906	1317	368	569	432	1191	955	544	1296	9188	6432	5263	4883	3152	4405	3558	4850	1801	2893	3718	3111	16068	15681	6837	4138	3880	4838	7724	7618	4416	7704	3435	3837	4000	3223	2951	1512	1633	10129	7254	6889
EQU24_RS12910	825	177	279	502	129	189	149	499	390	140	460	3400	2440	2151	1975	1003	1321	1123	1425	601	964	1196	973	6227	6622	2663	1625	1155	1712	2421	2530	1326	2721	1241	1134	1393	1057	1441	813	656	3915	2834	2491
EQU24_RS12915	696	143	192	299	80	220	158	345	233	141	340	5014	3582	2934	2552	792	1155	863	1144	511	842	1076	772	5414	5245	2177	1442	665	1301	1775	2244	921	2395	1066	1348	813	869	737	485	407	3306	2372	2018
EQU24_RS12920	909	127	151	338	80	229	169	463	299	183	321	3504	2394	2222	1987	699	891	725	1008	506	715	930	693	4179	3844	1552	949	509	833	1223	1347	705	1527	1127	683	629	858	718	407	436	1816	1214	1162
EQU24_RS12925	1041	757	1119	826	624	1874	1211	976	690	1051	4040	27794	17520	19995	18462	5571	7322	5507	7787	3176	4804	6435	4955	29418	28317	9327	6417	3382	6216	7951	8957	3931	8959	8668	7038	6954	5901	2663	2064	1633	11465	7618	7372
EQU24_RS12930	309	293	381	529	213	423	294	612	426	370	850	4649	3225	3437	3017	875	1113	908	1144	428	826	984	546	6483	6475	2361	1503	964	1519	2356	1886	985	1956	2007	2131	1760	1465	645	394	467	2387	1834	1874
EQU24_RS12935	1080	315	599	890	338	1134	933	1009	810	690	1575	14473	9572	9871	8647	2176	2505	2300	2567	1311	2117	2941	1651	12482	12069	4849	2885	2753	3408	5129	3949	2486	4037	4981	2390	3528	3157	2621	1100	1375	4403	3627	3269
EQU24_RS12940	552	241	476	161	289	1079	837	202	119	440	1088	3899	2715	2793	2446	2081	2369	2179	2447	1273	2077	2714	1846	8608	7009	3351	2635	1540	1920	2605	2511	1643	2761	3401	2322	2385	2046	1386	1045	735	4041	2568	2362
EQU24_RS12945	189	75	127	7	81	354	170	5	8	116	285	481	405	477	454	177	196	179	230	108	164	292	98	1405	1130	525	385	193	263	367	300	199	388	683	474	445	337	232	160	102	568	357	346
EQU24_RS12950	525	250	303	144	201	739	484	185	104	360	763	6226	4325	4469	3845	1122	1323	1116	1308	697	1065	1410	960	4657	4138	1864	1280	800	1124	1520	1424	951	1451	2060	934	1129	1118	1132	581	771	1667	1357	1158
EQU24_RS12955	909	213	256	375	88	591	365	268	153	226	815	6047	4178	4004	3684	2846	3106	2514	2861	1376	2132	2746	2212	13078	11902	4558	3176	2894	3809	5584	5646	3237	5670	3573	2399	3819	3334	2764	1777	1845	7395	5077	4544
EQU24_RS12960	990	678	899	756	563	1975	1327	691	417	797	1949	24834	17990	20218	19925	7781	5628	7137	4419	8638	11701	9423	4354	14365	13829	5281	3905	2481	3182	4429	4340	2435	4541	4846	5762	4011	4675	2295	1438	1053	5914	3993	3474
EQU24_RS12965	279	17838	24945	1465	15522	23005	10766	1282	489	12180	12213	287473	257048	188889	188120	28779	32919	24249	39007	9331	15088	25527	15479	462324	371119	129627	86827	100604	111467	166748	143329	93830	133145	154479	87576	124715	155840	73985	36890	28077	128560	129156	121411
EQU24_RS12970	603	8763	15005	803	9864	19437	9157	929	485	9038	7445	13040	11309	10782	9441	12484	13942	11621	15329	6414	10193	14525	8285	63236	52449	25986	16305	13399	21247	24446	22662	12965	23294	17757	14820	15008	18687	14657	13123	7571	28140	21847	20376
EQU24_RS12975	1635	1855	3091	2646	1624	2300	1694	2965	1814	2773	3925	42623	31525	26004	21511	13162	18705	15715	15390	6819	11748	17800	11460	31739	32189	10960	7952	4313	6940	10439	10159	5097	10428	14289	22857	9094	8004	3662	2581	1906	12400	9125	8065
EQU24_RS12980	825	399	388	708	261	607	429	756	544	419	997	7304	4699	5304	4238	1122	1090	1005	1078	527	791	1088	588	5729	5491	2150	1303	2567	3315	4311	3276	2095	3013	2249	1201	1955	1317	1300	785	572	3564	3108	2740
EQU24_RS12985	735	172	183	749	120	196	172	755	611	211	756	1081	691	770	680	384	409	307	459	188	267	380	239	6616	5929	2440	1502	2089	3194	4783	3104	1733	3219	1229	1065	1487	794	1005	473	503	4318	3040	2933
EQU24_RS12990	945	157	196	707	68	259	198	726	527	180	740	2686	1863	1925	1696	658	928	573	786	394	564	581	677	9042	6952	3317	2132	3925	5727	8351	5569	3004	5685	1921	1585	2326	1307	1402	976	785	8095	5205	4684
EQU24_RS12995	837	243	368	471	148	1151	746	508	369	520	1893	12981	8256	10785	9980	2491	2966	2623	2930	1539	2361	2721	2241	13551	12706	4600	3235	2066	2919	4055	4099	2141	4088	6315	1761	3055	3217	2541	1410	1408	5062	3558	3531
EQU24_RS13000	1380	395	570	400	396	1317	855	431	260	571	1385	9294	6232	6941	6488	1691	2083	1765	1976	1015	1585	2081	1272	7241	6534	2551	1810	1181	1567	2448	1987	1302	2243	2509	2260	1638	1665	1439	811	634	2776	1982	1867
EQU24_RS13005	1179	102	190	142	84	411	247	142	91	162	349	3427	2295	2471	2116	782	1019	790	926	480	716	988	627	3190	3414	931	659	408	552	782	794	409	781	767	670	682	761	490	324	245	880	660	592
EQU24_RS13010	813	116	174	183	80	413	362	216	126	193	296	4829	3413	3283	3091	1492	1819	1499	1599	803	1330	1616	1091	4046	3690	1634	1031	744	1083	1508	1457	866	1582	1051	1053	1273	1163	992	652	900	2004	1503	1245
EQU24_RS13020	642	45	83	142	34	192	102	230	142	81	255	1594	1054	1136	1039	332	340	332	413	176	292	417	212	1442	1361	540	333	270	400	618	621	333	605	439	258	327	327	364	200	318	795	557	552
EQU24_RS13025	627	68	87	96	72	93	67	127	92	53	196	2550	1639	1791	1612	475	531	458	546	338	500	581	395	1751	1650	710	448	314	452	658	654	346	669	317	350	412	380	323	183	219	875	623	583
EQU24_RS22425	600	944	1588	811	951	2414	1615	892	579	867	3101	16017	10618	9680	8496	5081	7176	5424	7672	2892	4570	5851	4739	24150	23562	8602	5999	3890	7044	8663	11299	4993	11991	5953	5812	6132	4471	3054	2671	1531	20109	11536	10657
EQU24_RS13035	597	79	162	295	59	364	226	325	239	195	583	8215	5093	5138	4692	656	792	743	916	424	675	885	632	3235	3181	1048	672	620	996	1280	1137	594	1231	1021	360	653	599	742	415	409	1590	1202	1210
EQU24_RS13045	1332	152	235	486	108	398	267	776	736	356	615	4383	3140	2919	2875	749	856	788	953	457	757	1024	604	7351	6666	2756	1617	1516	2090	3444	3143	1792	3277	1893	940	1359	1309	1726	1084	1438	5077	3674	3277
EQU24_RS13050	603	150	208	94	116	410	177	128	79	234	296	1707	1187	1318	1040	757	753	642	504	468	764	780	599	1205	932	478	395	266	325	490	356	255	448	594	719	478	353	201	168	78	496	401	334
EQU24_RS13060	552	635	946	299	677	1312	982	327	225	1003	1152	14565	10890	11258	10045	1926	2294	1637	1976	1176	1745	2196	1481	5847	4973	2586	1672	869	1323	1866	1616	945	1774	2530	1987	1391	1540	1278	878	791	1921	1536	1351
EQU24_RS13065	876	131	273	160	129	529	382	197	110	280	444	6295	4489	4489	3975	1110	1297	1146	1093	722	1159	1350	912	3394	2663	1409	976	856	840	1248	1111	891	1228	1265	1464	995	876	725	507	382	1504	1182	1098
EQU24_RS13070	327	237	385	174	115	628	373	176	101	348	1201	12676	8966	9332	8323	1850	2492	1726	2426	800	1459	2036	1091	15552	15343	4769	3313	586	987	1395	1615	802	1676	1922	1019	1189	1434	2029	1218	1122	2681	1967	1763
EQU24_RS13075	621	746	1082	615	557	1438	1089	531	324	1523	2410	48158	33602	25183	21350	4380	6602	4003	5325	2152	3486	4754	4251	30590	30851	10319	7312	820	1565	2192	2805	1146	2886	2215	3185	1790	1935	3315	2235	1315	4759	3409	3197
EQU24_RS13080	891	545	898	695	452	940	783	691	387	1367	1241	46467	32892	25721	21470	2586	3643	2432	3462	1077	1967	2848	1897	22755	22755	6803	4622	560	945	1377	1752	730	1762	1515	1392	1261	1392	2000	1408	871	3070	2367	2099
EQU24_RS13085	969	182	364	439	178	595	489	439	333	663	554	24632	16233	15593	13405	1324	1656	1461	1928	746	1238	1925	975	11202	11935	3776	2592	561	825	1211	1223	586	1282	1234	910	914	1085	1242	836	525	1935	1418	1288
EQU24_RS13090	357	88	206	372	88	476	321	370	270	502	290	10994	7610	7925	7511	780	990	772	901	436	665	938	710	3630	3448	1427	1023	237	373	552	563	317	585	538	204	388	523	874	572	371	772	564	545
EQU24_RS13095	387	148	341	551	183	703	556	497	372	340	581	6391	4488	4511	4248	1374	1513	1277	1512	895	1217	1790	1148	7160	6702	2268	1349	631	1037	1712	1677	827	1779	1198	947	776	942	1111	667	774	2114	1539	1482
EQU24_RS13100	231	136	249	155	133	566	432	140	162	278	533	4372	3515	3032	2811	795	1000	789	1101	558	714	1219	625	3098	2583	1079	662	509	804	1293	1381	681	1376	1218	940	617	778	525	467	709	1817	1318	1224
EQU24_RS13110	726	134	178	361	175	398	355	443	379	179	493	4238	2925	2967	2743	663	789	734	841	452	765	1108	561	2364	2279	989	623	314	518	727	817	392	899	713	680	465	455	419	296	310	1411	947	844
EQU24_RS13120	732	329	441	524	221	316	244	449	302	228	812	4081	2935	2700	2404	754	930	751	1015	399	611	875	534	4153	3535	1851	1322	1452	1533	2046	2076	1565	2175	1310	1500	1417	961	1011	652	720	3467	2559	2321
EQU24_RS13125	1035	244	246	300	91	143	91	219	148	128	540	2073	1595	1302	1227	832	1178	1001	1383	403	680	923	699	6300	5562	3113	1932	1941	2299	3756	3570	2545	3603	1092	1697	1834	1156	827	353	441	5924	4387	4336
EQU24_RS13130	1311	153	245	438	103	419	347	484	289	272	792	10252	6475	6470	6172	1492	1986	1840	2187	936	1535	2024	1486	11831	10876	4208	2835	2169	2756	4171	4350	2419	4340	2778	2551	2206	1730	2013	1137	1376	5693	3751	3421
EQU24_RS13135	708	344	430	368	223	659	521	379	229	581	1079	16747	10858	11830	10220	1696	2248	1681	2264	964	1444	2095	1376	23076	20070	8344	5626	2271	3398	5062	4877	2518	4818	2815	2831	2903	2114	3183	2061	3378	7737	4763	4350
EQU24_RS13140	681	143	303	600	177	300	225	535	330	393	756	12911	8809	8469	7784	505	680	539	982	270	442	609	455	16720	15846	5575	3701	1150	2338	3098	2954	1182	3039	1713	1418	1614	1101	1976	1331	1963	4873	3002	2588
EQU24_RS13145	750	123	304	604	148	309	237	600	346	427	639	10522	7759	7821	7103	491	665	397	679	298	408	503	473	18016	18023	5619	3849	1306	2130	3342	2622	1217	2632	1358	962	1420	1036	2218	1275	1687	4019	2600	2527
EQU24_RS13150	549	144	303	599	133	309	206	545	357	342	670	15800	10958	10906	9383	718	955	710	1165	425	676	931	621	16149	15124	6134	3949	1402	2036	3101	2748	1390	2780	1848	1327	1515	1286	1748	861	1184	3934	2564	2366
EQU24_RS13160	1638	1376	1771	1972	862	2689	1830	2302	1478	1807	3675	18587	13787	12593	11537	3296	4081	3652	5099	1975	3163	4473	3189	30893	27164	10519	6065	4885	7053	11254	10052	5531	10010	5250	3399	4060	3980	4743	2622	3043	11850	9780	9312
EQU24_RS13165	936	568	1189	1246	336	644	455	1516	1270	589	1760	19936	13916	12948	12087	2123	2660	2821	4069	1033	1938	2696	1847	26322	23412	9094	6046	6705	7792	12274	9545	6195	9116	8420	5682	8485	6042	2745	1318	1036	9690	7952	7718
EQU24_RS13170	561	2483	3917	1274	1883	2767	1833	2088	1242	1337	5040	27223	17939	20875	20792	8490	10794	10172	15674	5332	8084	9916	9517	128922	114411	40769	31702	21723	34453	42381	44925	21660	44380	23883	18099	32493	24367	12515	10423	4818	58341	39184	36086
EQU24_RS13175	1191	1309	2058	4207	1481	1927	1479	5885	4558	1603	4611	31735	23757	21819	18778	3847	4623	4321	5669	2292	3668	5516	3131	27806	26466	10388	7183	4886	7047	9589	11419	6353	11593	8882	5768	4788	6592	3870	2277	1736	14379	10641	10080
EQU24_RS13180	1509	2114	2750	4082	1612	2471	1708	5059	3328	2364	5669	24089	16981	16634	14028	5831	7217	5719	7745	3686	5490	6852	5099	47106	41312	18046	12249	9482	14170	22580	19671	10723	20476	12734	10649	8620	9111	5920	3813	2666	26226	18662	17725
EQU24_RS13185	516	320	434	1107	258	298	219	1397	856	405	810	1479	1049	1065	815	1022	1122	829	1145	607	840	937	726	9791	7458	3916	2437	1896	2392	4398	3833	2431	3946	2243	1653	1529	1564	1570	763	586	4544	3838	3588
EQU24_RS13190	1011	1217	1674	2339	724	1064	793	2637	2127	1165	2526	12350	9229	8175	7243	3025	3893	3143	4518	2129	3133	3978	2646	22764	19293	9337	6434	4048	5404	8754	9885	6116	10317	5805	5285	4031	5016	3360	2535	1862	12824	9002	8449
EQU24_RS13195	1269	1115	1531	3288	659	1423	1061	3804	3077	1434	3961	16703	12152	12123	10940	3773	4470	3853	5275	2122	3353	4571	3060	32477	29726	13585	8615	7704	10205	11893	13720	8097	13862	9431	4145	5048	6582	7131	4368	3647	16958	13086	12033
EQU24_RS13200	846	1814	2361	3467	1459	1409	1095	3299	2263	2182	4543	33667	25092	22525	18852	4851	5928	4693	6638	2559	4203	5501	3704	37107	32636	14317	10457	9471	13657	20413	15766	8844	16118	10449	11042	10330	7404	4409	2926	1811	21169	15730	14474
EQU24_RS13205	804	1304	1996	1614	1014	1115	859	1488	916	1470	3774	18428	13194	11920	9829	4015	5217	4041	5700	2640	3964	4887	3315	29213	26821	13031	9158	8106	11741	17561	13009	7332	13363	8619	8501	8791	5376	4035	2090	1795	18188	13486	12765
EQU24_RS13210	1203	1330	1823	2978	894	1053	887	2448	1664	1156	3975	15504	11351	10041	8701	5146	6588	5277	6849	2823	4312	5890	4298	45128	40824	19484	12861	13293	16232	26933	20545	12918	20955	12515	13968	13366	8211	6518	3324	3060	27603	20869	19637
EQU24_RS13215	627	357	539	585	195	784	501	684	426	555	1561	7608	5273	6433	5396	2722	3405	2676	3056	1569	2453	3003	2463	15345	13004	6254	3914	4269	6534	8940	7737	4051	7876	5033	1716	4251	3166	2809	1695	1628	10485	7199	6696
EQU24_RS13225	759	573	1075	838	529	2514	1606	873	751	896	3023	13977	9289	9332	8341	3582	4157	3641	4338	1892	3073	4024	2727	18892	15842	6836	4639	2686	3528	5324	5305	3364	5411	5779	3633	3783	3730	2684	1443	1178	7191	5787	5380
EQU24_RS13230	2817	648	874	1338	551	1165	837	1700	1450	626	1372	18514	12851	10989	9872	3706	4505	3772	4583	2072	3380	4488	3096	12965	13299	4882	3065	1964	2993	4330	4343	2369	4588	3174	3180	2666	2791	2742	1523	1491	5714	4061	3645
EQU24_RS13235	327	706	921	305	322	837	521	506	299	528	1599	7239	5595	4967	4379	1536	2027	1390	2138	642	1030	1207	1340	31119	25367	11755	7858	6080	7777	10042	11164	7220	10771	6587	2449	7900	5615	2948	1890	1581	13362	10247	9913
EQU24_RS13240	687	220	312	162	238	476	266	357	234	291	590	5825	3970	4178	3457	911	1047	914	841	537	831	942	632	3110	2183	1172	884	445	694	870	710	513	866	1041	1002	870	664	355	296	140	1181	888	776
